edad;sexo;febpol_ult;fefe_ult;terri;canal;Polizas_cia;Renta;Geo_Medio; PMf ;igaract;PM_i;igaract_i;Rescates;Rescates_X;Parciales;fefe1;fnac1;febpol1;ypol;response
59;1;0;20240704;3;4;Multipoliza;27327;7; 9,757 ;2.8;9554.36;3.25;0;0;Sin Rescates Parciales;2024;1966;0;1;0
64;2;0;20240704;16;4;Multipoliza;27968;6; 24,703 ;2.8;24190.7;3.25;0;0;Sin Rescates Parciales;2024;1961;0;1;0
75;1;0;20240718;3;6;Multipoliza;21412;8; 103,739 ;2.8;101235.05;3.25;0;0;Sin Rescates Parciales;2024;1950;0;1;0
57;1;20250718;20240718;4;4;Multipoliza;17780;5; 6,154 ;3.25;6074.1;3.25;6160.63;0;Sin Rescates Parciales;2024;1968;2025;1;1
63;1;0;20240718;16;4;Monopoliza;48436;8; 27,998 ;2.8;27333.46;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
50;1;0;20240723;9;3;Multipoliza;22000;8; 31,241 ;2.8;30395.45;3.25;0;0;Sin Rescates Parciales;2024;1975;0;1;0
60;1;0;20240725;2;4;Multipoliza;28095;6; 67,590 ;2.8;65819.13;3.25;0;0;Sin Rescates Parciales;2024;1965;0;1;0
61;2;0;20240726;1;4;Multipoliza;22000;9; 20,782 ;2.8;20246.24;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
77;2;0;20240729;16;4;Monopoliza;29884;6; 5,172 ;2.8;5053.93;3.25;0;0;Sin Rescates Parciales;2024;1948;0;1;0
61;1;0;20240729;16;10;Monopoliza;30343;3; 4,039 ;2.8;3944;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
71;2;0;20240814;16;4;Monopoliza;35744;11; 51,750 ;2.8;50520.81;3.25;0;0;Sin Rescates Parciales;2024;1954;0;1;0
62;2;0;20240830;3;2;Multipoliza;30633;7; 80,134 ;2.8;78199.62;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
67;1;0;20240902;4;4;Multipoliza;18034;9; 31,067 ;2.8;30283.28;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
76;2;0;20240923;1;4;Multipoliza;22000;7; 27,910 ;2.8;27205.78;3.25;0;0;Sin Rescates Parciales;2024;1949;0;1;0
84;1;0;20240925;4;4;Multipoliza;38224;7; 85,157 ;2.8;82852.83;3.25;0;0;Sin Rescates Parciales;2024;1941;0;1;0
50;2;0;20240926;10;4;Multipoliza;21616;6; 7,230 ;2.8;7050.68;3.25;0;0;Sin Rescates Parciales;2024;1975;0;1;0
77;2;0;20241003;9;3;Multipoliza;22000;7; 30,202 ;2.8;40296.44;3.25;11145;0;Sin Rescates Parciales;2024;1948;0;1;0
55;1;0;20241003;5;4;Multipoliza;20630;6; 15,105 ;2.8;14748.89;3.25;0;0;Sin Rescates Parciales;2024;1970;0;1;0
63;1;0;20241003;2;4;Multipoliza;29598;4; 8,523 ;2.8;8322.53;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
63;1;20251009;20241009;1;4;Monopoliza;22000;8; 61,638 ;2.8;60403.81;3.25;61675.75;0;Sin Rescates Parciales;2024;1962;2025;1;1
25;1;0;20241010;1;4;Multipoliza;23775;7; 6,199 ;2.8;6039.38;3.25;0;0;Sin Rescates Parciales;2024;2000;0;1;0
73;1;0;20241011;1;4;Multipoliza;22000;8; 12,397 ;2.8;12077.71;3.25;0;0;Sin Rescates Parciales;2024;1952;0;1;0
65;1;0;20241011;4;4;Monopoliza;26978;7; 51,562 ;2.8;50311.07;3.25;0;0;Sin Rescates Parciales;2024;1960;0;1;0
26;2;0;20241004;2;6;Multipoliza;28510;7; 3,412 ;2.8;3331.31;3.25;0;0;Sin Rescates Parciales;2024;1999;0;1;0
55;1;0;20241023;10;4;Multipoliza;19246;10; 25,771 ;2.8;25133.61;3.25;0;0;Sin Rescates Parciales;2024;1970;0;1;0
74;2;20251023;20241023;1;4;Multipoliza;22000;9; 13,526 ;2.7;13304.39;2.7;13545.5;0;Sin Rescates Parciales;2024;1951;2025;1;1
87;1;0;20241129;5;4;Multipoliza;32046;9; 20,514 ;2.7;20041.85;2.7;0;0;Sin Rescates Parciales;2024;1938;0;1;0
61;2;0;20241011;3;4;Multipoliza;30343;8; 33,793 ;2.7;32981.85;2.7;0;0;Sin Rescates Parciales;2024;1964;0;1;0
83;2;0;20241203;2;null;null;28560;5; 21,514 ;2.7;21061.13;2.7;0;0;Sin Rescates Parciales;2024;1942;0;1;0
75;1;20251210;20241209;10;4;Multipoliza;26117;6; 43,203 ;2.7;42335.09;2.7;43227.87;0;Sin Rescates Parciales;2024;1950;2025;1;1
47;2;0;20241212;4;6;Monopoliza;27204;5; 10,216 ;2.7;10013.87;2.7;0;0;Sin Rescates Parciales;2024;1978;0;1;0
63;2;0;20241213;3;6;Multipoliza;21196;8; 204,575 ;2.7;200262.94;2.7;0;0;Sin Rescates Parciales;2024;1962;0;1;0
78;2;0;20241213;4;4;Multipoliza;38224;7; 41,110 ;2.7;40278.57;2.7;0;0;Sin Rescates Parciales;2024;1947;0;1;0
43;2;20251224;20241224;10;6;Multipoliza;24322;8; 35,769 ;2.7;35017.88;2.7;35828.72;0;Sin Rescates Parciales;2024;1982;2025;1;1
59;1;20251229;20241227;3;8;Multipoliza;27377;5; 509,924 ;2.7;500146;2.7;510829.03;0;Sin Rescates Parciales;2024;1966;2025;1;1
70;2;0;20250103;1;null;null;27968;7; 53,299 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
94;2;20260119;20250117;5;6;Monopoliza;28543;8; 99,831 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1931;2026;0;0
71;1;0;20250130;2;4;Multipoliza;19687;8; 11,345 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
83;2;0;20250207;4;4;Monopoliza;27420;8; 5,872 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1942;0;0;0
56;1;0;20250227;4;4;Multipoliza;22000;12; 27,488 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
62;2;0;20250307;4;4;Multipoliza;18275;8; 28,674 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
70;2;0;20250319;4;6;Monopoliza;27204;5; 162,834 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
70;1;0;20250324;4;4;Multipoliza;50166;9; 19,323 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
46;1;0;20250411;10;4;Monopoliza;20137;7; 2,420 ;2.5;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
69;1;20250415;20250415;3;null;null;23774;3; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1956;2025;0;1
83;1;0;20250417;10;4;Monopoliza;21399;8; 101,733 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1942;0;0;0
50;1;0;20250425;10;4;Multipoliza;28543;5; 66,046 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
43;2;0;20250430;9;4;Multipoliza;25616;6; 7,115 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1982;0;0;0
60;1;0;20250512;3;6;Multipoliza;21708;7; 35,529 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
78;2;0;20250513;2;6;Monopoliza;25928;7; 30,451 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1947;0;0;0
76;1;0;20250515;2;null;null;37124;8; 76,160 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
65;1;0;20250519;3;4;Multipoliza;18658;7; 30,385 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
53;2;0;20250522;2;6;Monopoliza;37124;5; 20,258 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
65;1;0;20250519;3;4;Multipoliza;19375;6; 17,132 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
85;1;0;20250522;1;4;Monopoliza;22000;9; 101,493 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1940;0;0;0
50;2;0;20250527;2;6;Multipoliza;37124;9; 25,351 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
45;1;0;20250603;4;4;Multipoliza;31698;7; 30,398 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
71;2;0;20250603;1;4;Monopoliza;22000;10; 1,014 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
52;1;0;20250605;10;4;Multipoliza;19519;8; 5,067 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
65;1;0;20250605;4;6;Multipoliza;21110;5; 4,053 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
86;1;0;20250606;5;null;null;15857;9; 101,352 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1939;0;0;0
76;2;0;20250606;3;null;null;21196;8; 50,652 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
44;1;20250612;20250612;3;null;null;null;null; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1981;2025;0;1
56;2;0;20250616;3;4;Multipoliza;21203;10; 38,058 ;3;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
54;1;0;20250623;2;null;null;44593;6; 404,513 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
73;2;0;20250624;2;4;Multipoliza;37124;7; 101,273 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1952;0;0;0
83;1;0;20250625;10;6;Multipoliza;16781;10; 15,167 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1942;0;0;0
83;1;0;20250630;4;4;Monopoliza;38224;5; 30,309 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1942;0;0;0
61;2;0;20250701;9;null;null;24838;9; 75,834 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
60;1;0;20250702;5;6;Multipoliza;28633;7; 202,463 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
51;2;0;20250702;1;4;Multipoliza;22000;8; 1,012,313 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
68;1;0;20250616;3;4;Multipoliza;24655;7; 19,895 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
53;1;0;20250704;1;6;Monopoliza;27037;8; 30,340 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
67;1;0;20250610;4;4;Monopoliza;27204;5; 5,498 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
46;2;0;20250715;4;null;null;21780;6; 40,405 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
24;2;0;20250715;1;4;Multipoliza;22000;8; 1,011 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;2001;0;0;0
47;1;20250717;20250717;5;null;null;null;null; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1978;2025;0;1
61;1;0;20250717;4;6;Monopoliza;27204;2; 252,492 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
57;1;0;20250731;10;4;Multipoliza;21123;6; 1,010 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
51;2;0;20250801;1;4;Multipoliza;27479;8; 14,138 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
46;1;20250805;20250805;3;4;Multipoliza;22000;8; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1979;2025;0;1
73;2;0;20250805;10;4;Multipoliza;21864;8; 30,271 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1952;0;0;0
63;1;0;20250808;4;4;Multipoliza;38224;4; 25,212 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
53;1;0;20250814;3;4;Multipoliza;30343;3; 37,827 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
46;1;0;20250818;4;6;Multipoliza;27204;3; 10,076 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
77;2;20260207;20250821;5;2;Monopoliza;28633;6; 197,541 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1948;2026;0;0
65;1;0;20250822;2;2;Multipoliza;37124;7; 1,008,124 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
60;2;20250909;20250909;2;4;Multipoliza;26847;6; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1965;2025;0;1
49;2;0;20250911;10;4;Multipoliza;26867;8; 6,050 ;3;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
64;2;0;20250911;10;4;Monopoliza;20471;8; 5,033 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
68;2;0;20250918;4;null;null;23656;7; 10,072 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
59;1;0;20250918;16;null;null;26253;5; 10,059 ;2.7;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
58;2;0;20250923;9;4;Multipoliza;22000;8; 10,072 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
59;1;0;20250923;3;null;null;21708;7; 241,725 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
54;1;0;20250925;4;4;Multipoliza;38224;8; 15,089 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
74;1;0;20250924;3;4;Multipoliza;20905;5; 22,162 ;3;0;null;0;0;Sin Rescates Parciales;2025;1951;0;0;0
79;2;0;20250929;1;null;null;16620;8; 42,272 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1946;0;0;0
58;1;20250930;20250930;10;6;Multipoliza;22000;8; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1967;2025;0;1
66;1;0;20251001;4;6;Multipoliza;17121;10; 1,006,633 ;3;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
59;2;0;20251003;4;6;Monopoliza;27420;6; 50,304 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
72;2;0;20251001;1;4;Multipoliza;22000;8; 8,950 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
81;1;0;20251007;10;6;Multipoliza;25754;9; 160,922 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1944;0;0;0
71;2;0;20251010;1;4;Monopoliza;16620;8; 15,082 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
48;1;0;20251013;9;4;Multipoliza;27968;9; 100,530 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1977;0;0;0
84;2;0;20251013;2;4;Multipoliza;26847;6; 30,164 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1941;0;0;0
57;2;20251014;20251014;2;4;Multipoliza;24571;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1968;2025;0;1
43;2;0;20251014;4;4;Monopoliza;22154;10; 3,016 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1982;0;0;0
72;1;0;20251016;2;4;Multipoliza;24793;11; 6,031 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
58;1;0;20251016;4;6;Multipoliza;38224;6; 15,072 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
72;2;0;20251013;4;4;Monopoliza;38224;7; 32,707 ;3;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
59;1;0;20251017;9;null;null;24005;6; 50,194 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
48;2;0;20251014;3;4;Multipoliza;20905;5; 5,531 ;3;0;null;0;0;Sin Rescates Parciales;2025;1977;0;0;0
70;2;0;20251014;3;4;Multipoliza;23865;4; 7,123 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
53;2;0;20251014;4;4;Multipoliza;22948;3; 51,073 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
41;1;0;20251014;5;4;Multipoliza;18243;7; 5,794 ;3;0;null;0;0;Sin Rescates Parciales;2025;1984;0;0;0
72;1;0;20251014;1;4;Multipoliza;22543;8; 8,464 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
73;1;0;20251020;1;4;Multipoliza;23775;7; 25,128 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1952;0;0;0
61;1;0;20251015;3;4;Multipoliza;21408;8; 6,467 ;3;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
55;2;0;20251015;1;4;Multipoliza;22000;7; 2,092 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
67;1;0;20251016;16;null;null;27968;6; 4,384 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
72;1;0;20251016;5;4;Multipoliza;14483;10; 15,356 ;3;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
56;1;0;20251017;1;4;Multipoliza;17451;9; 16,580 ;3;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
49;1;0;20251021;16;null;null;26959;4; 13,064 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
84;2;0;20251022;10;null;null;19025;8; 5,022 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1941;0;0;0
29;2;0;20251022;3;null;null;null;null; 1,507 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1996;0;0;0
79;1;0;20251022;1;4;Monopoliza;22000;7; 5,761 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1946;0;0;0
67;2;0;20251024;2;4;Multipoliza;27153;3; 25,120 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
66;2;0;20251028;4;4;Multipoliza;26086;7; 18,952 ;3;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
67;1;0;20251028;3;6;Multipoliza;27327;7; 12,053 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
58;1;0;20251029;9;3;Multipoliza;26636;5; 70,320 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
66;2;0;20251028;2;2;Multipoliza;37124;8; 48,148 ;3;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
60;1;0;20251030;4;null;null;26951;7; 150,599 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
67;1;0;20251030;3;6;Multipoliza;37866;6; 20,085 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
61;1;0;20251029;1;4;Multipoliza;17451;9; 17,566 ;3;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
56;2;0;20251029;1;4;Multipoliza;27037;8; 17,511 ;3;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
49;2;0;20251103;3;null;null;20051;7; 20,081 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
45;2;0;20251104;3;null;null;22794;5; 60,236 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
49;2;0;20251104;10;4;Multipoliza;15200;9; 15,062 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
57;1;0;20251103;3;4;Multipoliza;26879;8; 8,886 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
56;2;0;20251103;3;4;Multipoliza;26879;8; 13,519 ;3;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
67;1;0;20251105;10;4;Multipoliza;29247;6; 5,019 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
66;2;0;20251105;3;4;Multipoliza;19601;5; 30,147 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
38;1;0;20251105;2;4;Multipoliza;27153;6; 8,033 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1987;0;0;0
65;2;0;20251104;5;4;Multipoliza;19441;8; 5,607 ;3;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
52;1;0;20251104;4;4;Multipoliza;25168;11; 21,617 ;3;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
60;1;0;20251106;3;4;Multipoliza;28239;9; 50,202 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
67;1;0;20251107;5;null;null;28633;4; 200,774 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
65;1;0;20251107;5;4;Monopoliza;22803;5; 26,103 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
47;1;0;20251110;2;4;Multipoliza;28431;9; 30,112 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1978;0;0;0
59;1;0;20251107;3;4;Multipoliza;26525;5; 4,239 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
55;1;0;20251111;4;4;Monopoliza;23398;7; 7,592 ;3;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
53;1;0;20251111;3;4;Multipoliza;26525;6; 14,840 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
66;1;0;20241126;1;4;Multipoliza;27968;9; 13,486 ;3;0;null;0;0;Sin Rescates Parciales;2024;1959;0;1;0
61;2;0;20251111;4;6;Monopoliza;22948;3; 37,481 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
34;1;20251113;20251113;3;4;Monopoliza;20905;5; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1991;2025;0;1
94;1;0;20251114;3;4;Multipoliza;26525;6; 23,809 ;3;0;null;0;0;Sin Rescates Parciales;2025;1931;0;0;0
81;1;0;20251118;9;null;null;24758;8; 100,294 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1944;0;0;0
45;1;0;20251117;4;4;Multipoliza;22000;7; 11,350 ;3;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
54;2;0;20251117;4;4;Monopoliza;34387;6; 4,780 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
57;1;0;20251117;5;4;Multipoliza;16436;7; 6,906 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
47;2;0;20251119;2;4;Multipoliza;25234;9; 10,036 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1978;0;0;0
60;1;0;20251119;3;6;Multipoliza;21708;7; 95,341 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
59;2;0;20251118;4;4;Multipoliza;22000;10; 15,844 ;3;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
49;2;0;20251118;4;4;Monopoliza;25574;7; 17,602 ;3;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
56;1;0;20251118;2;4;Multipoliza;26253;5; 10,514 ;3;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
54;1;0;20251120;1;4;Multipoliza;22000;10; 12,161 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
58;1;0;20251124;4;null;null;23142;10; 20,062 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
64;2;0;20251125;1;4;Multipoliza;22000;8; 30,091 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
41;1;0;20251124;1;4;Multipoliza;22000;10; 12,277 ;3;0;null;0;0;Sin Rescates Parciales;2025;1984;0;0;0
54;2;0;20251124;2;4;Monopoliza;24732;9; 41,106 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
52;2;0;20251125;3;4;Multipoliza;24316;8; 9,349 ;3;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
48;1;0;20251127;5;4;Multipoliza;27518;6; 5,012 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1977;0;0;0
53;2;0;20251128;3;4;Multipoliza;27061;8; 6,014 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
52;2;0;20251128;5;null;null;null;null; 60,141 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1973;0;0;0
54;2;0;20251127;4;4;Monopoliza;24115;7; 1,002 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
53;1;0;20251127;4;4;Multipoliza;22000;10; 20,485 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
62;2;0;20251127;5;4;Multipoliza;20037;7; 12,391 ;3;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
54;2;0;20251127;2;4;Monopoliza;28868;7; 6,607 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
44;2;0;20251127;3;4;Multipoliza;21256;2; 14,591 ;3;0;null;0;0;Sin Rescates Parciales;2025;1981;0;0;0
71;2;0;20251201;1;4;Multipoliza;25180;10; 20,798 ;3;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
43;1;20251202;20251202;5;6;Multipoliza;18609;5; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1982;2025;0;1
70;2;0;20251204;1;4;Monopoliza;19545;11; 10,021 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
51;1;0;20251205;5;4;Multipoliza;25674;5; 501,244 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
37;1;0;20251205;3;2;Multipoliza;24655;7; 2,004 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1988;0;0;0
57;2;0;20251204;1;4;Multipoliza;22000;6; 8,469 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
18;2;0;20251209;9;null;null;38224;5; 5,140 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;2007;0;0;0
65;1;0;20251209;5;null;null;17462;5; 110,232 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
51;2;0;20251211;5;4;Multipoliza;22579;8; 30,057 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
62;1;0;20251210;1;4;Multipoliza;29523;8; 46,867 ;3;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
67;2;0;20251212;3;null;null;23354;9; 38,253 ;3;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
62;2;0;20251215;2;4;Multipoliza;25459;9; 15,023 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
58;1;0;20251217;3;null;null;24005;6; 50,067 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
53;2;0;20251217;1;4;Multipoliza;22000;12; 15,020 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
61;1;20251217;20251217;5;3;Multipoliza;29292;5; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1964;2025;0;1
56;2;0;20251218;4;2;Multipoliza;38224;8; 10,012 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
46;2;0;20251218;15;null;null;21022;11; 2,002 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
67;2;0;20251218;3;6;Monopoliza;29498;7; 22,027 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1958;0;0;0
47;2;20251219;20251219;5;null;null;16950;6; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1978;2025;0;1
59;2;0;20251219;4;4;Monopoliza;22000;7; 10,009 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
55;2;0;20251219;4;4;Multipoliza;23649;10; 200,188 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
69;2;0;20251218;4;4;Multipoliza;25574;7; 25,278 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1956;0;0;0
64;2;0;20251222;2;null;null;27153;10; 50,043 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
